eventDate,decimalLatitude,decimalLongitude,eventID,geodeticDatum,coordinateUncertaintyInMeters,minimumDepthInMeters,maximumDepthInMeters,samplingProtocol
2023-10-27,17.943192,-67.05644,Laurel_2023-10-27,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-11-03,17.943192,-67.05644,Laurel_2023-11-03,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-11-10,17.943192,-67.05644,Laurel_2023-11-10,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-11-17,17.943192,-67.05644,Laurel_2023-11-17,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-12-01,17.943192,-67.05644,Laurel_2023-12-01,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-12-08,17.943192,-67.05644,Laurel_2023-12-08,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-02-09,17.943192,-67.05644,Laurel_2024-02-09,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-02-16,17.943192,-67.05644,Laurel_2024-02-16,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-02-22,17.943192,-67.05644,Laurel_2024-02-22,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-03-08,17.943192,-67.05644,Laurel_2024-03-08,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-03-15,17.943192,-67.05644,Laurel_2024-03-15,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-03-22,17.943192,-67.05644,Laurel_2024-03-22,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-04-05,17.943192,-67.05644,Laurel_2024-04-05,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-04-12,17.943192,-67.05644,Laurel_2024-04-12,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-04-19,17.943192,-67.05644,Laurel_2024-04-19,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-04-26,17.943192,-67.05644,Laurel_2024-04-26,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-05-02,17.943192,-67.05644,Laurel_2024-05-02,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-05-10,17.943192,-67.05644,Laurel_2024-05-10,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-05-17,17.943192,-67.05644,Laurel_2024-05-17,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-05-31,17.943192,-67.05644,Laurel_2024-05-31,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-06-07,17.943192,-67.05644,Laurel_2024-06-07,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-06-12,17.943192,-67.05644,Laurel_2024-06-12,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-06-20,17.943192,-67.05644,Laurel_2024-06-20,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-06-28,17.943192,-67.05644,Laurel_2024-06-28,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-07-26,17.943192,-67.05644,Laurel_2024-07-26,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-08-02,17.943192,-67.05644,Laurel_2024-08-02,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-08-09,17.943192,-67.05644,Laurel_2024-08-09,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-08-16,17.943192,-67.05644,Laurel_2024-08-16,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-08-23,17.943192,-67.05644,Laurel_2024-08-23,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-08-30,17.943192,-67.05644,Laurel_2024-08-30,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-09-13,17.943192,-67.05644,Laurel_2024-09-13,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-09-20,17.943192,-67.05644,Laurel_2024-09-20,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-09-27,17.943192,-67.05644,Laurel_2024-09-27,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-10-04,17.943192,-67.05644,Laurel_2024-10-04,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-10-11,17.943192,-67.05644,Laurel_2024-10-11,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-10-18,17.943192,-67.05644,Laurel_2024-10-18,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-10-25,17.943192,-67.05644,Laurel_2024-10-25,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-11-01,17.943192,-67.05644,Laurel_2024-11-01,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-11-08,17.943192,-67.05644,Laurel_2024-11-08,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-11-15,17.943192,-67.05644,Laurel_2024-11-15,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-11-22,17.943192,-67.05644,Laurel_2024-11-22,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-11-27,17.943192,-67.05644,Laurel_2024-11-27,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-12-06,17.943192,-67.05644,Laurel_2024-12-06,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-12-13,17.943192,-67.05644,Laurel_2024-12-13,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-12-20,17.943192,-67.05644,Laurel_2024-12-20,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2024-12-26,17.943192,-67.05644,Laurel_2024-12-26,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-01-10,17.943192,-67.05644,Laurel_2025-01-10,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-01-17,17.943192,-67.05644,Laurel_2025-01-17,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-01-24,17.943192,-67.05644,Laurel_2025-01-24,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-01-31,17.943192,-67.05644,Laurel_2025-01-31,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-02-07,17.943192,-67.05644,Laurel_2025-02-07,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-02-14,17.943192,-67.05644,Laurel_2025-02-14,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-02-21,17.943192,-67.05644,Laurel_2025-02-21,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-02-28,17.943192,-67.05644,Laurel_2025-02-28,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-03-07,17.943192,-67.05644,Laurel_2025-03-07,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-03-14,17.943192,-67.05644,Laurel_2025-03-14,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-03-21,17.943192,-67.05644,Laurel_2025-03-21,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-03-28,17.943192,-67.05644,Laurel_2025-03-28,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-04-04,17.943192,-67.05644,Laurel_2025-04-04,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2025-04-11,17.943192,-67.05644,Laurel_2025-04-11,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-04-08,17.97037,-67.047806,Godo_2021-04-08,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-04-14,17.97037,-67.047806,Godo_2021-04-14,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-04-21,17.97037,-67.047806,Godo_2021-04-21,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-04-27,17.97037,-67.047806,Godo_2021-04-27,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-05-05,17.97037,-67.047806,Godo_2021-05-05,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-05-12,17.97037,-67.047806,Godo_2021-05-12,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-05-18,17.97037,-67.047806,Godo_2021-05-18,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-05-26,17.97037,-67.047806,Godo_2021-05-26,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-06-04,17.97037,-67.047806,Godo_2021-06-04,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2021-06-11,17.97037,-67.047806,Godo_2021-06-11,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
