w,Program,Project Name,Site Name,GPS Level,Point Name,CTD Station Name,Substrate,Biotic Subclass,Biotic Community,Status,Public,Boat Lat,Boat Long,Decimal Lat,Decimal Long,Established,Survey Type,Survey Frequency,Depth_m,Primary Sampling Method,Transect Bearing,Transect Distance,Last Updated,Other Structure,Bolt,Temperature Logger,Logger Type,Notes,Student Projects
Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 4,site,NA,,,,,active,yes,50 6.91080000000014,125 13.2360000000003,50.11518,-125.2206,2017-09-20,observation,10 min,,download,NA,NA,201710,,,yes,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 5,site,NA,,,,,active,yes,50 6.90899999999999,125 13.2354000000001,50.11515,-125.22059,2017-09-20,observation,10 min,,download,NA,NA,201710,,,yes,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Rattenbury,site,NA,,,,,active,yes,51 42.0715568172538,128 4.43746828284077,51.70119261,-128.0739578,2016-10-15,observation,10 min,-4,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Sandspit,site,NA,,,,,active,yes,51 40.7421239999998,128 6.97799999999972,51.6790354,-128.1163,2015-09-15,observation,10 min,-5,download,NA,NA,20190502,,,yes,Pendant,Updated waypoint by Zach Monteith,
Hakai,Nearshore,Temperature Logger Array,Second Beach,site,NA,,,,,active,yes,51 38.9560002000002,128 9.32200200000011,51.64926667,-128.1553667,2016-09-19,observation,10 min,,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Simmonds,site,NA,,,,,active,yes,51 57.5373550405078,128 15.7128748182004,51.95895592,-128.2618812,2015-09-16,observation,10 min,-4.8,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Spider,site,NA,,,,,active,yes,51 50.4908399999998,128 15.8580120000005,51.841514,-128.2643002,2015-09-20,observation,10 min,-5,download,NA,NA,20180829,,,yes,Tidbit,"Updated location 8/29/2018 by Ondine Pontier, old location is 51.84073333, -128.2655167",
Hakai,Nearshore,Temperature Logger Array,Starfish,site,NA,,,,,active,yes,51 40.8,128 7.4879999999996,51.68,-128.1248,2016-09-19,observation,10 min,-5,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Stryker,site,NA,,,,,active,yes,52 5.0110002000001,128 21.8869979999999,52.08351667,-128.3647833,2015-09-16,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Thrasher,site,NA,,,,,active,yes,51 24.6139997999998,127 55.1710020000002,51.41023333,-127.9195167,2016-10-14,observation,10 min,-5.2,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Triquet Bay1,site,NA,,,,,active,yes,51 48.5389997999998,128 14.1580020000004,51.80898333,-128.2359667,2016-10-13,observation,10 min,-0.8,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Triquet Bay2,site,NA,,,,,active,yes,51 48.5389997999998,128 14.1580020000004,51.80898333,-128.2359667,2016-10-12,observation,10 min,-0.8,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Triquet Macro,site,NA,,,,,active,yes,51 48.2149998000001,128 15.2689980000002,51.80358333,-128.2544833,2016-10-13,observation,10 min,-4.1,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Triquet North,site,NA,SEA_10,,,,active,yes,51 48.5182140000002,128 14.7893999999997,51.8086369,-128.24649,2017-09-24,observation,10 min,-5,download,NA,NA,20190502,,,yes,Pendant,Updated waypoint by Zach Monteith,
Hakai,Nearshore,Temperature Logger Array,Triquet RR,site,NA,,,,,active,yes,51 48.3329999999998,128 15.5059980000004,51.80555,-128.2584333,2016-10-13,observation,20 min,-3.6,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,West Beach Macro,site,NA,,,,,active,yes,51 38.9475600000002,128 9.11208000000045,51.649126,-128.151868,2016-09-19,observation,10 min,,download,NA,NA,20180825,,,yes,Tidbit,"Updated location 08/25/2018 by Ondine Pontier, old location is 51.64908333, -128.1511667",
Hakai,Nearshore,Temperature Logger Array,West Beach Pyropia,site,NA,,,,,inactive,yes,51 39.4450002000002,128 8.92799999999966,51.65741667,-128.1488,2017-04-19,observation,10 min,4,download,NA,NA,201710,,,NA,NA,,
Hakai,Nearshore,Temperature Logger Array,West Beach Rocky Intertidal,site,NA,,,,,active,yes,51 39.4491689999998,128 8.92601999999954,51.65748615,-128.148767,2017-05-30,observation,10 min,2.21,download,NA,NA,201710,Temperature Logger Cage,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Wolf Beach,site,NA,,,,,active,yes,51 40.2340002,128 7.21300199999916,51.67056667,-128.1202167,2016-09-19,observation,10 min,-5,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Nalau Pass,site,NA,,,,,active,yes,51 47.0099999999998,128 6.17099999999937,51.7835,-128.10285,Nov-2017,,30 min,,download,NA,NA,201710,,,NA,NA,,
Hakai,Nearshore,Temperature Logger Array,Little Wolf Beach,site,NA,,,,,active,yes,51 39.9700000000001,128 7.19499999999925,51.66616667,-128.1199167,Nov-2017,,30 min,,download,NA,NA,201710,,,NA,NA,,
Hakai,Nearshore,Pyropia,Foggy Cove,transect,high-0m,ROCKY02,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.0359999999998,128 8.66300000000024,51.6506,-128.1443833,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Foggy Cove,transect,high-5.6m,ROCKY02,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.0330000000002,128 8.66199999999935,51.65055,-128.1443667,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Foggy Cove,transect,high-20m,ROCKY02,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.0249999999999,128 8.66199999999935,51.65041667,-128.1443667,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Foggy Cove,transect,mid-8.6m,ROCKY02,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.0440000000001,128 8.67900000000077,51.65073333,-128.14465,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Foggy Cove,transect,low-0m,ROCKY02,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.0479999999998,128 8.68200000000002,51.6508,-128.1447,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Foggy Cove,transect,low-20m,ROCKY02,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.0389999999999,128 8.68699999999933,51.65065,-128.1447833,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Little Wolf Beach,transect,high-0m,ROCKY04,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.9609999999998,128 7.89700000000039,51.66601667,-128.1316167,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Little Wolf Beach,transect,high-17.2m,ROCKY04,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.9690000000001,128 7.9079999999999,51.66615,-128.1318,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Little Wolf Beach,transect,mid-0m,ROCKY04,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.9680000000001,128 7.89700000000039,51.66613333,-128.1316167,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Little Wolf Beach,transect,low-0m,ROCKY04,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.9769999999999,128 7.19499999999925,51.66628333,-128.1199167,May-2017,,seasonal,,transect,,,201711,,,,,,
Hakai,Nearshore,Pyropia,Nalau Pass,transect,high-0m,ROCKY05,boulder,benthic macroalgae,Pyropia spp.,active,no,51 47.0080000000002,128 6.17000000000019,51.78346667,-128.1028333,May-2017,,seasonal,,transect,,,201711,,,,,recorded in Temperature Logger Array List as well,
Hakai,Nearshore,Pyropia,Nalau Pass,transect,high-12.7,ROCKY05,boulder,benthic macroalgae,Pyropia spp.,active,no,51 47.0090000000002,128 6.18000000000052,51.78348333,-128.103,May-2017,,seasonal,,transect,,,201711,,,,,recorded in Temperature Logger Array List as well,
Hakai,Nearshore,Pyropia,Nalau Pass,transect,low-0m,ROCKY05,boulder,benthic macroalgae,Pyropia spp.,active,no,51 47.0129999999999,128 6.17099999999937,51.78355,-128.10285,May-2017,,seasonal,,transect,,,201711,,,,,recorded in Temperature Logger Array List as well,
Affiliate,O'Connor Lab,Biodiversity Monitoring,Triquet Bay,site,NA,,sand,seagrass meadow,Zostera marina,active,yes,51 48.5399999999998,128 14.1599999999994,51.809,-128.236,2014,,annual,,quadrat along transect,,,201710,,,,,,
Affiliate,O'Connor Lab,Biodiversity Monitoring,Triquet North,site,NA,,sand,seagrass meadow,Zostera marina,active,yes,51 48.5399999999998,128 14.8200000000008,51.809,-128.247,2014,,annual,,quadrat along transect,,,201710,,,,,,
Affiliate,O'Connor Lab,Biodiversity Monitoring,Choked Sandspit,site,NA,,sand,seagrass meadow,Zostera marina,active,yes,51 40.6799999999998,128 6.90000000000055,51.678,-128.115,2015,,annual,,quadrat along transect,,,201801,,,,,,
Affiliate,O'Connor Lab,Griffiths Experiment,Choked Interior,site,NA,,sand,seagrass meadow,Zostera marina,inactive,yes,51 40.4999999999998,128 7.13999999999999,51.675,-128.119,2015,,annual,,quadrat along transect,,,201801,,,,,,
Affiliate,O'Connor Lab,Biodiversity Monitoring,Choked Wolf,site,NA,,sand,seagrass meadow,Zostera marina,inactive,yes,51 40.3539894000001,128 7.03246199999967,51.67256649,-128.1172077,2015,,annual,,quadrat along transect,,,201801,,,,,,
Hakai,Nearshore,ARMS,Second (Westbeach),site,NA,ARMS06,bedrock,benthic macroalgae,Nereocystis luetkeana,active,yes,51 38.9459999999998,128 9.31499999999971,51.6491,-128.15525,2016-09-03,observation,yearly,10,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Mercury,site,NA,ARMS04,bedrock,urchin barren,Mesocentrotus franciscanus,active,yes,51 44.6509999999999,128 4.28200000000061,51.74418333,-128.0713667,2016-09-04,observation,yearly,8.5,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Northbeach,site,NA,ARMS08,boulder,benthic macroalgae,Nereocystis luetkeana,active,yes,51 40.0220000000002,128 8.39699999999993,51.66703333,-128.13995,2016-09-16,observation,yearly,10.7,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Meay,site,NA,ARMS07,"boulder, sand",benthic macroalgae,Macrocystis pyrifera,active,yes,51 39.877,128 5.67499999999995,51.66461667,-128.0945833,2016-09-14,observation,yearly,9.3,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Kelpie,site,NA,ARMS03,bedrock,urchin barren,Mesocentrotus franciscanus,active,yes,51 44.0339999999999,127 59.8030000000003,51.7339,-127.9967167,2016-09-14,observation,yearly,9.7,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Westbeach,site,NA,ARMS05,"boulder, sand",benthic macroalgae,Macrocystis pyrifera,active,yes,51 38.9449999999998,128 9.06999999999925,51.64908333,-128.1511667,2016-09-15,observation,yearly,7.7,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Goldstream,site,NA,ARMS02,bedrock,urchin barren,Mesocentrotus franciscanus,active,yes,51 43.844,128 0.545000000000186,51.73073333,-128.0090833,2016-10-13,observation,yearly,9.8,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Triquet,site,NA,ARMS10,"boulder, sand",benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.2179999999998,128 15.2499999999998,51.80363333,-128.2541667,2016-10-13,observation,yearly,7.5,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Starfish,site,NA,ARMS09,bedrock,benthic macroalgae,Nereocystis luetkeana,active,yes,51 40.8150000000001,128 7.56600000000049,51.68025,-128.1261,2016-10-14,observation,yearly,10.3,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Spider,site,NA,ARMS12,bedrock,benthic macroalgae,Nereocystis luetkeana,active,yes,51 50.4909999999998,128 15.8599999999996,51.84151667,-128.2643333,2016-10-15,observation,yearly,7.7,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Lyte,site,NA,ARMS11,"boulder, sand",benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.8609999999998,128 14.2210000000006,51.81435,-128.2370167,2016-10-13,observation,yearly,8.2,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,ARMS,Rattenbury,site,NA,ARMS01,bedrock,urchin barren,Mesocentrotus franciscanus,active,yes,51 42.071,128 4.43200000000047,51.70118333,-128.0738667,2016-10-15,observation,yearly,9.7,replicate plates,NA,NA,201711,Recruitment Plates,,,,"surveyed in 2017 Bioblitz, unknown next retrieval time  ; depth uncorrected",
Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 1,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4474000000002,128 9.40860000000043,51.64079,-128.15681,2016,observation,seasonal,,plot,,,,,,,,,
Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 2,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4468,128 9.41099999999949,51.64078,-128.15685,2016,observation,seasonal,,plot,,,,,,,,,
Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 3,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4468,128 9.41159999999968,51.64078,-128.15686,2016,observation,seasonal,,plot,,,,,yes,,,,
Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 4,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4456,128 9.4163999999995,51.64076,-128.15694,2016,observation,seasonal,,plot,,,,,extra,,,,
Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 5,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4449999999998,128 9.41880000000026,51.64075,-128.15698,2016,observation,seasonal,,plot,,,,,extra,,,,
Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 1,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4320000000002,128 8.93460000000005,51.6572,-128.14891,2016,observation,seasonal,,plot,,,,,yes,,,,
Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 2,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4290000000001,128 8.93580000000043,51.65715,-128.14893,2016,observation,seasonal,,plot,,,,,extra,,,,
Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 3,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4332000000001,128 8.93460000000005,51.65722,-128.14891,2016,observation,seasonal,,plot,,,,,,,,,
Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 4,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4344000000001,128 8.93279999999947,51.65724,-128.14888,2016,observation,seasonal,,plot,,,,,,,,,
Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 5,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4344000000001,128 8.92920000000004,51.65724,-128.14882,2016,observation,seasonal,,plot,,,,,,,,,
Hakai,Nearshore,Rocky Intertidal,North Beach,point,seastar 1,ROCKY07,bedrock,attached fauna,seastar,active,yes,51 39.9227999999999,128 8.1096000000008,51.66538,-128.13516,2016,observation,seasonal,,plot,,,,,yes,,,,
Hakai,Nearshore,Rocky Intertidal,North Beach,point,seastar 2,ROCKY07,bedrock,attached fauna,seastar,active,yes,51 39.9234000000001,128 8.11800000000005,51.66539,-128.1353,2016,observation,seasonal,,plot,,,,,extra,,,,
Hakai,Nearshore,Rocky Intertidal,North Beach,point,seastar 3,ROCKY07,bedrock,attached fauna,seastar,active,yes,51 39.9293999999999,128 8.12159999999949,51.66549,-128.13536,2016,observation,seasonal,,plot,,,,,,,,,
Hakai,Nearshore,Rocky Intertidal,North Beach,point,seastar 4,ROCKY07,bedrock,attached fauna,seastar,active,yes,51 39.9300000000001,128 8.11139999999966,51.6655,-128.13519,2016,observation,seasonal,,plot,,,,,,,,,
Hakai,Nearshore,Rocky Intertidal,West Beach,transect,surfgrass start,ROCKY06,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 39.4386000000002,128 8.93279999999947,51.65731,-128.14888,2016,observation,seasonal,,transect,,,,,yes,,,,
Hakai,Nearshore,Rocky Intertidal,West Beach,transect,surfgrass end,ROCKY06,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 39.4427399999999,128 8.92824000000076,51.657379,-128.148804,2016,observation,seasonal,,transect,,,,,,,,Temporary GPS Coordinate for this bolt location for map purposes. Gill to update from field in May 2018.,
Hakai,Nearshore,Rocky Intertidal,Fifth Beach,transect,surfgrass start,ROCKY03,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 38.4516000000002,128 9.3990000000008,51.64086,-128.15665,2016,observation,seasonal,,transect,,,,,yes,,,,
Hakai,Nearshore,Rocky Intertidal,Fifth Beach,transect,surfgrass end,ROCKY03,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 38.4486000000001,128 9.40679999999986,51.64081,-128.15678,2016,observation,seasonal,,transect,,,,,extra,,,,
Hakai,Nearshore,Rocky Intertidal,North Beach,transect,surfgrass start,ROCKY07,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 40.0146000000001,128 8.04119999999955,51.66691,-128.13402,2016,observation,seasonal,,transect,,,,,yes,,,,
Hakai,Nearshore,Rocky Intertidal,North Beach,transect,surfgrass end,ROCKY07,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 40.0097999999998,128 8.04119999999955,51.66683,-128.13402,2016,observation,seasonal,,transect,,,,,extra,,,,
Hakai,Nearshore,Mussel Growth Experiment,West,site,NA,ROCKY06,bedrock,attached fauna,Mytilus spp.,active,yes,51 39.3892800000002,128 8.92104000000018,51.656488,-128.148684,2017,experiment,bi-annually,,quadrat,NA,NA,Nov-2017,Vexar,yes,,,,
Hakai,Nearshore,Mussel Growth Experiment,Fifth,site,NA,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.43852,128 9.41645999999935,51.640642,-128.156941,2017,experiment,bi-annually,,quadrat,NA,NA,Nov-2017,Vexar,yes,,,,
Hakai,Nearshore,Mussel Growth Experiment,North,site,NA,ROCKY07,bedrock,attached fauna,Mytilus spp.,active,yes,51 40.0096199999999,128 8.03771999999981,51.666827,-128.133962,2017,experiment,bi-annually,,quadrat,NA,NA,Nov-2017,Vexar,yes,,,,
Hakai,Nearshore,Mussel Growth Experiment,Kwakshua,site,NA,,bedrock,attached fauna,Mytilus spp.,inactive,yes,51 39.36894,128 5.98896000000025,51.656149,-128.099816,2016,experiment,bi-annually,,quadrat,NA,NA,Nov-2017,Vexar,yes,,,Decommissioned in Oct 2018,
Affiliate,O'Connor Lab,Biodiversity Monitoring,Choked I5,site,NA,,sand,seagrass meadow,Zostera marina,active,yes,51 55.4999999999998,128 27.2400000000005,51.925,-128.454,2017,experiment,annual,,quadrat along transect,,,201801,,,,,was surveyed in 2017 instead of Choked Wolf,
Affiliate,O'Connor Lab,Biodiversity Monitoring,Pruth Pocket,site,NA,,sand,seagrass meadow,Zostera marina,active,yes,51 39.5383199999999,128 7.02587999999992,51.658972,-128.117098,2017,experiment,annual,,quadrat along transect,,,201801,,,,,Emily Phd Project Microbial Transplant experiment,
Affiliate,O'Connor Lab,Biodiversity Monitoring,Pruth Bay,site,NA,,sand,seagrass meadow,Zostera marina,active,yes,51 38.75748,128 7.17377999999997,51.645958,-128.119563,2017,experiment,annual,,quadrat along transect,,,201801,,,,,Emily Phd Project Microbial Transplant experiment,
Hakai,Nearshore,Hyper-Nearshore,Rocky Intertidal,site,North Beach,,bedrock,attached fauna,,active,yes,51 39.9048000000002,128 8.08200000000056,51.66508,-128.1347,2017,observation,seasonal,,water collection,NA,,201712,,,,,,
Hakai,Nearshore,Hyper-Nearshore,Rocky Intertidal,site,West Beach,,bedrock,attached fauna,,active,yes,51 39.4453800000001,128 8.92883999999924,51.657423,-128.148814,2017,observation,seasonal,,water collection,NA,,201712,,,,,,
Hakai,Nearshore,Hyper-Nearshore,Rocky Intertidal,site,5th Beach,,bedrock,attached fauna,,active,yes,51 38.4408000000002,128 9.40674000000001,51.64068,-128.156779,2017,observation,seasonal,,water collection,NA,,201712,,,,,,
Hakai,Nearshore,Hyper-Nearshore,Pyropia,site,Foggy Cove,,boulder,benthic macroalgae,,active,yes,51 39.0245400000002,128 8.70317999999941,51.650409,-128.145053,2017,observation,seasonal,,water collection,NA,,201712,,,,,,
Hakai,Nearshore,Hyper-Nearshore,Pyropia,site,Little Wolf Beach,,boulder,benthic macroalgae,,active,yes,51 47.0093400000002,128 6.1688399999997,51.783489,-128.102814,2017,observation,seasonal,,water collection,NA,,201712,,,,,,
Hakai,Nearshore,Hyper-Nearshore,Pyropia,site,Nalau Pass,,boulder,benthic macroalgae,,active,no,51 39.98694,128 7.90337999999963,51.666449,-128.131723,2017,observation,seasonal,,water collection,NA,,201712,,,,,,
Hakai,Nearshore,Hyper-Nearshore,Soft Sediment,site,Piles Beach Reference,SAND01,sandy mud,soft sediment fauna,small burrowing fauna,inactive,yes,51 38.5631999999998,128 5.14800000000037,51.64272,-128.0858,2017,observation,seasonal,,water collection,NA,,201801,,,,,sampled once May 2017,
Hakai,Nearshore,Hyper-Nearshore,Soft Sediment,site,Martin Beach Reference,SAND03,sandy mud,soft sediment fauna,small burrowing fauna,inactive,yes,51 39.9450000000002,128 4.67399999999998,51.66575,-128.0779,2017,observation,seasonal,,water collection,NA,,201801,,,,,sampled once May 2017,
Hakai,Nearshore,Hyper-Nearshore,Soft Sediment,site,HCG Inlet,NA,sandy mud,soft sediment fauna,small burrowing fauna,inactive,yes,51 38.5590000000002,128 4.70399999999927,51.64265,-128.0784,2017,observation,seasonal,,water collection,NA,,201801,,,,,sampled once May 2017,
Affiliate,Harley Lab,Sea Star Monitoring,Crazy Town,site,NA,,bedrock,attached fauna,,active,yes,51 39.9227999999999,128 8.1096000000008,51.66538,-128.13516,,observation,,,transect,,,20190508,,yes,,,site coordinates updated to match RI North Beach seastar plot,
Affiliate,Harley Lab,Sea Star Monitoring,North Beach,site,NA,,bedrock,attached fauna,,active,yes,51 39.93798,128 8.11908000000074,51.665633,-128.135318,,observation,,,transect,,,20180104,,yes,,,,
Affiliate,Harley Lab,Sea Star Monitoring,5th Beach,site,NA,,bedrock,attached fauna,,active,yes,51 38.4282,128 9.40398000000016,51.64047,-128.156733,,observation,,,transect,,,20180104,,yes,,,,
Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,Surf Island Slot,site,NA,,bedrock,attached fauna,,active,yes,51 39.80172,128 8.72465999999974,51.663362,-128.145411,,observation,,,transect,,,20180104,,,,,,
Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,North Beach West,site,NA,,bedrock,attached fauna,,inactive,yes,51 39.81606,128 8.72549999999933,51.663601,-128.145425,,experiment,,,transect,,,20180104,,yes,,,,
Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,West Beach,site,NA,,bedrock,attached fauna,,active,yes,51 39.1447800000002,128 8.48052000000052,51.652413,-128.141342,,observation,,,transect,,,20180104,,,,,,
Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,3rd Beach North A,site,NA,,bedrock,attached fauna,,inactive,yes,51 38.74818,128 9.16247999999939,51.645803,-128.152708,,experiment,,,transect,,,20180104,,yes,,,,
Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,3rd Beach North B,site,NA,,bedrock,attached fauna,,inactive,yes,51 38.6353200000002,128 9.14304000000072,51.643922,-128.152384,,experiment,,,transect,,,20180104,,yes,,,,
Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,7th Beach South A,site,NA,,bedrock,attached fauna,,inactive,yes,51 38.3079600000001,128 8.83811999999978,51.638466,-128.147302,,experiment,,,transect,,,20180104,,yes,,,,
Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,7th Beach South B,site,NA,,bedrock,attached fauna,,inactive,yes,51 38.2627799999999,128 8.83871999999997,51.637713,-128.147312,,experiment,,,transect,,,20180104,,yes,,,,
Affiliate,Harley Lab,Nucella Experiment,Pruth Lagoon,site,NA,,bedrock,attached fauna,,active,yes,51 39.34074,128 7.79352000000074,51.655679,-128.129892,,experiment,,,,,,20180104,Experimental Cages,,,,"Updated April 2019 to reflect cage movement. Old cage located: 51.655679	-128.129892	",Fiona Beaty
Affiliate,Harley Lab,Nucella Experiment,Kwakshua SW (WTS-708),site,NA,,bedrock,attached fauna,,active,yes,51 38.9797799999998,128 4.14282000000071,51.649663,-128.069047,,experiment and observation,,,,,,20180104,Experimental Cages,,,,,
Affiliate,Harley Lab,Nucella Experiment,Kwakshua SM (WTS-703),site,NA,,bedrock,attached fauna,,active,yes,51 38.9565000000002,128 1.5556799999996,51.649275,-128.025928,,experiment and observation,,,,,,20180104,Experimental Cages,,,,,
Affiliate,Harley Lab,Nucella Experiment,Kwakshua SE (WTS 693),site,NA,,bedrock,attached fauna,,active,yes,51 38.8818600000002,127 59.7688199999996,51.648031,-127.996147,,experiment and observation,,,,,,20180104,Experimental Cages,,,,,
Affiliate,Harley Lab,Nucella Experiment,Kwakshua NE (WTS ?),site,NA,,bedrock,attached fauna,,active,yes,0 0,0 0,,,,observation,,,,,,20180104,,,,,,
Affiliate,Harley Lab,Nucella Experiment,Kwakshua NW (WTS ?),site,NA,,bedrock,attached fauna,,active,yes,0 0,0 0,,,,observation,,,,,,20180104,,,,,,
Affiliate,Harley Lab,Fucus Monitoring,Pruth Bay,site,NA,,bedrock,attached fauna,,active,yes,51 39.3295200000001,128 7.77150000000006,51.655492,-128.129525,,observation,,,,,,20180104,,,yes,,,
Affiliate,Harley Lab,Fucus Monitoring,Foggy Cove A,site,NA,,bedrock,attached fauna,,active,yes,51 39.0478800000001,128 8.6122800000004,51.650798,-128.143538,,observation,,,,,,20180104,,,yes,,,"Foggy Cove is 1 site, but with 2 temperature loggers"
Affiliate,Harley Lab,Fucus Monitoring,Foggy Cove B,site,NA,,bedrock,attached fauna,,active,yes,51 39.0324599999998,128 8.62751999999944,51.650541,-128.143792,,observation,,,,,,20180104,,,yes,,,"Foggy Cove is 1 site, but with 2 temperature loggers"
