"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","collector","hakai_id","sample_type","depth","transect_dist","collected_start","collected_end","density","density_msq","canopy_height_cm","flowering_shoots","comments","quality_log"
"1247","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-06-11,2,"gillian","derek","2017-06-11_CHOKED_PASS_EDGE2_1","seagrass_density",6.1,30,2017-06-11 21:52:57,2017-06-11 22:04:10,8,128,100,NA,NA,NA
"1248","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-06-11,2,"gillian","derek","2017-06-11_CHOKED_PASS_EDGE2_25","seagrass_density",6.1,25,2017-06-11 21:52:57,2017-06-11 22:04:10,6,96,75,NA,NA,NA
"1249","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-06-11,2,"gillian","derek","2017-06-11_CHOKED_PASS_EDGE2_20","seagrass_density",6.1,20,2017-06-11 21:52:57,2017-06-11 22:04:10,7,112,100,NA,NA,NA
"1250","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-06-11,2,"gillian","derek","2017-06-11_CHOKED_PASS_EDGE2_15","seagrass_density",6.1,15,2017-06-11 21:52:57,2017-06-11 22:04:10,6,96,110,NA,NA,NA
"1251","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-06-11,2,"gillian","derek","2017-06-11_CHOKED_PASS_EDGE2_10","seagrass_density",6.1,10,2017-06-11 21:52:57,2017-06-11 22:04:10,2,32,120,NA,NA,NA
"1252","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-06-11,2,"gillian","derek","2017-06-11_CHOKED_PASS_EDGE2_5","seagrass_density",6.1,5,2017-06-11 21:52:57,2017-06-11 22:04:10,5,80,85,NA,NA,NA
"1253","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-06-11,2,"gillian","derek","2017-06-11_CHOKED_PASS_EDGE2_0","seagrass_density",6.1,0,2017-06-11 21:52:57,2017-06-11 22:04:10,5,80,85,NA,NA,NA
"1254","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-06-11,5,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR5_0","seagrass_density",7.6,0,2017-06-11 22:25:30,2017-06-11 22:32:02,3,48,100,NA,NA,NA
"1255","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-06-11,5,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR5_5","seagrass_density",7.6,5,2017-06-11 22:25:30,2017-06-11 22:32:02,4,64,100,NA,NA,NA
"1256","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-06-11,5,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR5_10","seagrass_density",7.6,10,2017-06-11 22:25:30,2017-06-11 22:32:02,4,64,105,NA,NA,NA
"1257","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-06-11,5,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR5_15","seagrass_density",7.3,15,2017-06-11 22:25:30,2017-06-11 22:32:02,3,48,110,NA,NA,NA
"1258","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-06-11,5,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR5_20","seagrass_density",7.6,20,2017-06-11 22:25:30,2017-06-11 22:32:02,4,64,125,NA,NA,NA
"1259","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-06-11,5,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR5_25","seagrass_density",7.6,25,2017-06-11 22:25:30,2017-06-11 22:32:02,4,64,125,NA,NA,NA
"1260","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-06-11,5,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR5_30","seagrass_density",7.6,30,2017-06-11 22:25:30,2017-06-11 22:32:02,0,0,125,NA,NA,NA
"1261","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2017-08-27,4,"angeleen,carolyn","derek","2017-08-27_TRIQUET_BAY_INTERIOR4_0","seagrass_density",2.1,0,2017-08-27 18:40:50,2017-08-27 18:46:03,7,112,100,NA,NA,NA
"1262","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2017-08-27,4,"angeleen,carolyn","derek","2017-08-27_TRIQUET_BAY_INTERIOR4_5","seagrass_density",2,5,2017-08-27 18:40:50,2017-08-27 18:46:03,4,64,100,NA,NA,NA
"1263","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2017-08-27,4,"angeleen,carolyn","derek","2017-08-27_TRIQUET_BAY_INTERIOR4_10","seagrass_density",2,10,2017-08-27 18:40:50,2017-08-27 18:46:03,4,64,100,NA,NA,NA
"1264","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2017-08-27,4,"angeleen,carolyn","derek","2017-08-27_TRIQUET_BAY_INTERIOR4_15","seagrass_density",2,15,2017-08-27 18:40:50,2017-08-27 18:46:03,7,112,110,NA,NA,NA
"1265","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2017-08-27,4,"angeleen,carolyn","derek","2017-08-27_TRIQUET_BAY_INTERIOR4_20","seagrass_density",2,20,2017-08-27 18:40:50,2017-08-27 18:46:03,9,144,105,NA,NA,NA
"1266","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2017-08-27,4,"angeleen,carolyn","derek","2017-08-27_TRIQUET_BAY_INTERIOR4_25","seagrass_density",2,25,2017-08-27 18:40:50,2017-08-27 18:46:03,5,80,115,NA,NA,NA
"1267","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2017-08-27,4,"angeleen,carolyn","derek","2017-08-27_TRIQUET_BAY_INTERIOR4_30","seagrass_density",2,30,2017-08-27 18:40:50,2017-08-27 18:46:03,19,304,105,NA,NA,NA
"1268","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR6",2017-08-28,6,"angeleen,gillian","derek","2017-08-28_TRIQUET_NORTH_INTERIOR6_0","seagrass_density",5.6,0,2017-08-28 19:24:13,2017-08-28 19:28:25,0,0,100,NA,NA,NA
"1269","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR6",2017-08-28,6,"angeleen,gillian","derek","2017-08-28_TRIQUET_NORTH_INTERIOR6_5","seagrass_density",5.4,5,2017-08-28 19:24:13,2017-08-28 19:28:25,1,16,120,NA,NA,NA
"1270","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR6",2017-08-28,6,"angeleen,gillian","derek","2017-08-28_TRIQUET_NORTH_INTERIOR6_10","seagrass_density",5.3,10,2017-08-28 19:24:13,2017-08-28 19:28:25,4,64,125,NA,NA,NA
"1271","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR6",2017-08-28,6,"angeleen,gillian","derek","2017-08-28_TRIQUET_NORTH_INTERIOR6_15","seagrass_density",4.4,15,2017-08-28 19:24:13,2017-08-28 19:28:25,0,0,100,NA,NA,NA
"1272","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR6",2017-08-28,6,"angeleen,gillian","derek","2017-08-28_TRIQUET_NORTH_INTERIOR6_20","seagrass_density",5,20,2017-08-28 19:24:13,2017-08-28 19:28:25,3,48,120,NA,NA,NA
"1273","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR6",2017-08-28,6,"angeleen,gillian","derek","2017-08-28_TRIQUET_NORTH_INTERIOR6_25","seagrass_density",4,25,2017-08-28 19:24:13,2017-08-28 19:28:25,0,0,75,NA,NA,NA
"1274","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR6",2017-08-28,6,"angeleen,gillian","derek","2017-08-28_TRIQUET_NORTH_INTERIOR6_30","seagrass_density",4.2,30,2017-08-28 19:24:13,2017-08-28 19:28:25,1,16,100,NA,NA,NA
"1275","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2017-09-03,2,"carolyn,krystal","derek","2017-09-03_GOOSE_SOUTHWEST_EDGE2_0","seagrass_density",6.2,0,2017-09-03 19:53:17,2017-09-03 19:57:30,4,64,120,NA,NA,NA
"1276","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2017-09-03,2,"carolyn,krystal","derek","2017-09-03_GOOSE_SOUTHWEST_EDGE2_5","seagrass_density",6.3,5,2017-09-03 19:53:17,2017-09-03 19:57:30,13,208,100,NA,NA,NA
"1277","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2017-09-03,2,"carolyn,krystal","derek","2017-09-03_GOOSE_SOUTHWEST_EDGE2_10","seagrass_density",6.3,10,2017-09-03 19:53:17,2017-09-03 19:57:30,6,96,80,NA,NA,NA
"1278","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2017-09-03,2,"carolyn,krystal","derek","2017-09-03_GOOSE_SOUTHWEST_EDGE2_15","seagrass_density",6.2,15,2017-09-03 19:53:17,2017-09-03 19:57:30,3,48,70,NA,NA,"1: Phyllo density 4"
"1279","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2017-09-03,2,"carolyn,krystal","derek","2017-09-03_GOOSE_SOUTHWEST_EDGE2_20","seagrass_density",6.5,20,2017-09-03 19:53:17,2017-09-03 19:57:30,8,128,100,NA,NA,NA
"1280","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2017-09-03,2,"carolyn,krystal","derek","2017-09-03_GOOSE_SOUTHWEST_EDGE2_25","seagrass_density",6.4,25,2017-09-03 19:53:17,2017-09-03 19:57:30,6,96,80,NA,NA,NA
"1281","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2017-09-03,2,"carolyn,krystal","derek","2017-09-03_GOOSE_SOUTHWEST_EDGE2_30","seagrass_density",6.5,30,2017-09-03 19:53:17,2017-09-03 19:57:30,9,144,100,NA,NA,NA
"1282","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2018-02-19,3,"gillian","derek","2018-02-19_PRUTH_BAY_EDGE3_0","seagrass_density",5.2,0,2018-02-19 21:01:35,2018-02-19 21:06:44,4,64,65,NA,NA,NA
"1283","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2018-02-19,3,"gillian","derek","2018-02-19_PRUTH_BAY_EDGE3_5","seagrass_density",5.2,5,2018-02-19 21:01:35,2018-02-19 21:06:44,5,80,70,NA,NA,NA
"1284","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2018-02-19,3,"gillian","derek","2018-02-19_PRUTH_BAY_EDGE3_10","seagrass_density",4.9,10,2018-02-19 21:01:35,2018-02-19 21:06:44,4,64,50,NA,NA,NA
"1285","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2018-02-19,3,"gillian","derek","2018-02-19_PRUTH_BAY_EDGE3_15","seagrass_density",4.8,15,2018-02-19 21:01:35,2018-02-19 21:06:44,3,48,50,NA,NA,NA
"1286","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2018-02-19,3,"gillian","derek","2018-02-19_PRUTH_BAY_EDGE3_20","seagrass_density",5,20,2018-02-19 21:01:35,2018-02-19 21:06:44,7,112,50,NA,NA,NA
"1287","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2018-02-19,3,"gillian","derek","2018-02-19_PRUTH_BAY_EDGE3_25","seagrass_density",4.7,25,2018-02-19 21:01:35,2018-02-19 21:06:44,7,112,50,NA,NA,NA
"1288","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2018-02-19,3,"gillian","derek","2018-02-19_PRUTH_BAY_EDGE3_30","seagrass_density",5,30,2018-02-19 21:01:35,2018-02-19 21:06:44,1,16,45,NA,NA,NA
"1289","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-09-01,2,"gillian","derek","2017-09-01_KOEYE_ESTUARY_EDGE2_0","seagrass_density",3.3,0,2017-09-01 17:35:44,2017-09-01 17:42:04,13,208,225,NA,NA,"1: Flowers 1"
"1290","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-09-01,2,"gillian","derek","2017-09-01_KOEYE_ESTUARY_EDGE2_10","seagrass_density",3.1,10,2017-09-01 17:35:44,2017-09-01 17:42:04,4,64,250,NA,NA,"1: Bob 1008"
"1291","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-09-01,2,"gillian","derek","2017-09-01_KOEYE_ESTUARY_EDGE2_15","seagrass_density",3,15,2017-09-01 17:35:44,2017-09-01 17:42:04,17,272,200,NA,NA,NA
"1292","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-09-01,2,"gillian","derek","2017-09-01_KOEYE_ESTUARY_EDGE2_20","seagrass_density",3,20,2017-09-01 17:35:44,2017-09-01 17:42:04,19,304,205,NA,NA,"1: Bgb 3511"
"1293","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-09-01,2,"gillian","derek","2017-09-01_KOEYE_ESTUARY_EDGE2_25","seagrass_density",3,25,2017-09-01 17:35:44,2017-09-01 17:42:04,19,304,220,NA,NA,NA
"1294","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-09-01,2,"gillian","derek","2017-09-01_KOEYE_ESTUARY_EDGE2_30","seagrass_density",2.9,30,2017-09-01 17:35:44,2017-09-01 17:42:04,14,224,230,NA,NA,"1: Bgb 3560"
"1295","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-09-01,2,"gillian","derek","2017-09-01_KOEYE_ESTUARY_EDGE2_5","seagrass_density",3.2,5,2017-09-01 17:35:44,2017-09-01 17:42:04,12,192,230,NA,NA,NA
"1296","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","2018-08-08_GOOSE_SOUTHWEST_EDGE2_0","seagrass_density",5.4,0,2018-08-08 18:09:35,2018-08-08 18:05:20,7,112,135,NA,NA,"1: Flowering 1"
"1297","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","2018-08-08_GOOSE_SOUTHWEST_EDGE2_5","seagrass_density",5.4,5,2018-08-08 18:09:35,2018-08-08 18:05:20,11,176,125,NA,NA,"1: Flowering 0"
"1298","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","2018-08-08_GOOSE_SOUTHWEST_EDGE2_10","seagrass_density",5.5,10,2018-08-08 18:09:35,2018-08-08 18:05:20,14,224,200,NA,NA,"1: Flowering 0"
"1299","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","2018-08-08_GOOSE_SOUTHWEST_EDGE2_15","seagrass_density",5.2,15,2018-08-08 18:09:35,2018-08-08 18:05:20,14,224,185,NA,NA,"1: Flowering 1"
"1300","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","2018-08-08_GOOSE_SOUTHWEST_EDGE2_20","seagrass_density",5.3,20,2018-08-08 18:09:35,2018-08-08 18:05:20,7,112,150,NA,NA,"1: Flowering 0"
"1301","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","2018-08-08_GOOSE_SOUTHWEST_EDGE2_25","seagrass_density",5.5,25,2018-08-08 18:09:35,2018-08-08 18:05:20,15,240,130,NA,NA,"1: Flowering 0"
"1302","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","2018-08-08_GOOSE_SOUTHWEST_EDGE2_30","seagrass_density",5.3,30,2018-08-08 18:09:35,2018-08-08 18:05:20,13,208,130,NA,NA,"1: Flowering 0"
"1303","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2016-09-12,3,"Zach","Derek","2016-09-12_CHOKED_PASS_EDGE3_30","seagrass_density",5.6,30,2016-09-12 22:23:01,2016-09-12 22:27:10,0,0,120,NA,NA,NA
"1304","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2016-09-12,3,"Zach","Derek","2016-09-12_CHOKED_PASS_EDGE3_25","seagrass_density",5.8,25,2016-09-12 22:23:01,2016-09-12 22:27:10,2,32,110,NA,NA,NA
"1305","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2016-09-12,3,"Zach","Derek","2016-09-12_CHOKED_PASS_EDGE3_20","seagrass_density",5.9,20,2016-09-12 22:23:01,2016-09-12 22:27:10,4,64,130,NA,NA,NA
"1306","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2016-09-12,3,"Zach","Derek","2016-09-12_CHOKED_PASS_EDGE3_15","seagrass_density",5.8,15,2016-09-12 22:23:01,2016-09-12 22:27:10,2,32,130,NA,NA,NA
"1307","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2016-09-12,3,"Zach","Derek","2016-09-12_CHOKED_PASS_EDGE3_10","seagrass_density",5.8,10,2016-09-12 22:23:01,2016-09-12 22:27:10,3,48,125,NA,NA,NA
"1308","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2016-09-12,3,"Zach","Derek","2016-09-12_CHOKED_PASS_EDGE3_5","seagrass_density",5.4,5,2016-09-12 22:23:01,2016-09-12 22:27:10,3,48,120,NA,NA,NA
"1309","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2016-09-12,3,"Zach","Derek","2016-09-12_CHOKED_PASS_EDGE3_0","seagrass_density",5.3,0,2016-09-12 22:23:01,2016-09-12 22:27:10,6,96,100,NA,NA,NA
"1310","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-09-12,5,"Zach","Derek","2016-09-12_PRUTH_BAY_INTERIOR5_30","seagrass_density",2.7,30,2016-09-12 17:04:50,2016-09-12 17:11:59,11,176,70,NA,NA,NA
"1311","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-09-12,5,"Zach","Derek","2016-09-12_PRUTH_BAY_INTERIOR5_25","seagrass_density",2.5,25,2016-09-12 17:04:50,2016-09-12 17:11:59,22,352,60,NA,NA,NA
"1312","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-09-12,5,"Zach","Derek","2016-09-12_PRUTH_BAY_INTERIOR5_20","seagrass_density",2.6,20,2016-09-12 17:04:50,2016-09-12 17:11:59,37,592,60,NA,NA,NA
"1313","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-09-12,5,"Zach","Derek","2016-09-12_PRUTH_BAY_INTERIOR5_15","seagrass_density",2.7,15,2016-09-12 17:04:50,2016-09-12 17:11:59,23,368,60,NA,NA,NA
"1314","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-09-12,5,"Zach","Derek","2016-09-12_PRUTH_BAY_INTERIOR5_10","seagrass_density",2.5,10,2016-09-12 17:04:50,2016-09-12 17:11:59,24,384,50,NA,NA,NA
"1315","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-09-12,5,"Zach","Derek","2016-09-12_PRUTH_BAY_INTERIOR5_5","seagrass_density",2.6,5,2016-09-12 17:04:50,2016-09-12 17:11:59,22,352,50,NA,NA,NA
"1316","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-09-12,5,"Zach","Derek","2016-09-12_PRUTH_BAY_INTERIOR5_0","seagrass_density",2.7,0,2016-09-12 17:04:50,2016-09-12 17:11:59,10,160,50,NA,NA,NA
"1317","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2016-08-27,4,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_INTERIOR4_30","seagrass_density",4.7,30,2016-08-27 18:30:32,2016-08-27 18:36:58,6,96,100,NA,NA,NA
"1318","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2016-08-27,4,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_INTERIOR4_25","seagrass_density",4.7,25,2016-08-27 18:30:32,2016-08-27 18:36:58,6,96,100,NA,NA,NA
"1319","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2016-08-27,4,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_INTERIOR4_20","seagrass_density",4.7,20,2016-08-27 18:30:32,2016-08-27 18:36:58,3,48,100,NA,NA,NA
"1320","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2016-08-27,4,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_INTERIOR4_15","seagrass_density",4.5,15,2016-08-27 18:30:32,2016-08-27 18:36:58,5,80,100,NA,NA,NA
"1321","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2016-08-27,4,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_INTERIOR4_10","seagrass_density",4.4,10,2016-08-27 18:30:32,2016-08-27 18:36:58,7,112,95,NA,NA,NA
"1322","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2016-08-27,4,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_INTERIOR4_5","seagrass_density",4.2,5,2016-08-27 18:30:32,2016-08-27 18:36:58,10,160,110,NA,NA,NA
"1323","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2016-08-27,4,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_INTERIOR4_0","seagrass_density",4.3,0,2016-08-27 18:30:32,2016-08-27 18:36:58,5,80,100,NA,NA,NA
"1324","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2016-08-21,4,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR4_0","seagrass_density",1.2,0,2016-08-21 17:44:10,2016-08-21 17:53:21,7,112,75,NA,NA,NA
"1325","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2016-08-21,4,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR4_30","seagrass_density",2.2,30,2016-08-21 17:44:10,2016-08-21 17:53:21,10,160,85,NA,NA,NA
"1326","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2016-08-21,4,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR4_25","seagrass_density",2.2,25,2016-08-21 17:44:10,2016-08-21 17:53:21,7,112,100,NA,NA,NA
"1327","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2016-08-21,4,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR4_20","seagrass_density",2.1,20,2016-08-21 17:44:10,2016-08-21 17:53:21,4,64,80,NA,NA,NA
"1328","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2016-08-21,4,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR4_15","seagrass_density",1.7,15,2016-08-21 17:44:10,2016-08-21 17:53:21,5,80,75,NA,NA,NA
"1329","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2016-08-21,4,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR4_10","seagrass_density",1.5,10,2016-08-21 17:44:10,2016-08-21 17:53:21,9,144,100,NA,NA,NA
"1330","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2016-08-21,4,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR4_5","seagrass_density",1.6,5,2016-08-21 17:44:10,2016-08-21 17:53:21,7,112,85,NA,NA,NA
"1331","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2016-08-18,3,"Zach","Derek","2016-08-18_PRUTH_BAY_EDGE3_30","seagrass_density",2.6,30,2016-08-18 17:23:34,2016-08-18 17:29:49,4,64,100,NA,NA,NA
"1332","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2016-08-18,3,"Zach","Derek","2016-08-18_PRUTH_BAY_EDGE3_25","seagrass_density",3,25,2016-08-18 17:23:34,2016-08-18 17:29:49,3,48,90,NA,NA,NA
"1333","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2016-08-18,3,"Zach","Derek","2016-08-18_PRUTH_BAY_EDGE3_20","seagrass_density",3,20,2016-08-18 17:23:34,2016-08-18 17:29:49,3,48,125,NA,NA,NA
"1334","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3",2016-08-18,3,"Zach","Derek","2016-08-18_PRUTH_BAY_EDGE3_15","seagrass_density",3.1,15,2016-08-18 17:23:34,2016-08-18 17:29:49,3,48,100,NA,NA,NA
